praca,preco_vista,preco_30d,variacao,data
TO Norte,296.5,300.0,-5.59,2026-01-12
TO Sul,296.5,300.0,-5.59,2026-01-12
RO Sudeste,272.5,276.0,-13.1,2026-01-12
MT Sudoeste,293.5,297.0,-6.55,2026-01-12
PA Marabá,298.5,302.0,-4.95,2026-01-12
Alagoas,300.5,304.0,-4.31,2026-01-12
MA Oeste,296.5,300.0,-5.59,2026-01-12
SC,316.0,320.0,0.64,2026-01-12
PR Noroeste,323.0,327.0,2.88,2026-01-12
MT Sudeste,296.5,300.0,-5.59,2026-01-12
PA Paragominas,304.0,308.0,-3.04,2026-01-12
BA Sul,298.5,302.0,-4.95,2026-01-13
RS Pelotas (kg),10.85,11.0,3.99,2026-01-13
RS Oeste (kg),10.85,11.0,3.99,2026-01-13
MS Três Lagoas,308.0,312.0,-1.76,2026-01-13
MS C. Grande,308.0,312.0,-1.76,2026-01-13
MS Dourados,306.0,310.0,-2.4,2026-01-13
GO Reg. Sul,305.0,309.0,-2.72,2026-01-13
MG Norte,309.0,313.0,-1.44,2026-01-13
MG Sul,305.0,309.0,-2.72,2026-01-13
MG B.Horizonte,313.0,317.0,-0.32,2026-01-13
MG Triângulo,310.0,314.0,-1.12,2026-01-13
SP Araçatuba,314.0,318.0,0.0,2026-01-13
SP Barretos,314.0,318.0,0.0,2026-01-13
BA Oeste,309.0,313.0,-1.44,2026-01-13
GO Goiânia,308.0,312.0,-1.76,2026-01-13
MT Norte,297.5,301.0,-5.27,2026-01-13
MT Sudoeste,296.5,300.0,-5.59,2026-01-13
MT Cuiabá*,298.5,302.0,-4.95,2026-01-13
RJ,316.0,320.0,0.64,2026-01-13
ES,301.5,305.0,-3.99,2026-01-13
Acre,262.0,265.0,-16.61,2026-01-13
TO Norte,296.5,300.0,-5.59,2026-01-13
RO Sudeste,272.5,276.0,-13.1,2026-01-13
PA Paragominas,304.0,308.0,-3.04,2026-01-13
TO Sul,296.5,300.0,-5.59,2026-01-13
PA Marabá,298.5,302.0,-4.95,2026-01-13
Alagoas,300.5,304.0,-4.31,2026-01-13
MA Oeste,296.5,300.0,-5.59,2026-01-13
SC,316.0,320.0,0.64,2026-01-13
PR Noroeste,323.0,327.0,2.88,2026-01-13
MT Sudeste,296.5,300.0,-5.59,2026-01-13
PA Redenção,293.5,297.0,-6.55,2026-01-13
Roraima,292.5,296.0,-6.87,2026-01-13
MS Dourados,306.0,310.0,-2.4,2026-01-14
BA Sul,301.5,305.0,-3.99,2026-01-14
RS Pelotas (kg),10.85,11.0,3.99,2026-01-14
RS Oeste (kg),10.95,11.1,4.95,2026-01-14
MS Três Lagoas,308.0,312.0,-1.76,2026-01-14
MS C. Grande,308.0,312.0,-1.76,2026-01-14
SP Barretos,314.0,318.0,0.0,2026-01-14
MG Sul,305.0,309.0,-2.72,2026-01-14
MG Norte,309.0,313.0,-1.44,2026-01-14
MG B.Horizonte,313.0,317.0,-0.32,2026-01-14
MG Triângulo,310.0,314.0,-1.12,2026-01-14
SP Araçatuba,314.0,318.0,0.0,2026-01-14
BA Oeste,309.0,313.0,-1.44,2026-01-14
GO Goiânia,308.0,312.0,-1.76,2026-01-14
MT Norte,297.5,301.0,-5.27,2026-01-14
GO Reg. Sul,305.0,309.0,-2.72,2026-01-14
MT Cuiabá*,296.5,300.0,-5.59,2026-01-14
MT Sudoeste,294.5,298.0,-6.23,2026-01-14
RJ,316.0,320.0,0.64,2026-01-14
ES,301.5,305.0,-3.99,2026-01-14
Acre,262.0,265.0,-16.61,2026-01-14
TO Norte,296.5,300.0,-5.59,2026-01-14
TO Sul,296.5,300.0,-5.59,2026-01-14
RO Sudeste,272.5,276.0,-13.1,2026-01-14
Roraima,291.5,295.0,-7.19,2026-01-14
PA Redenção,291.5,295.0,-7.19,2026-01-14
PA Marabá,298.5,302.0,-4.95,2026-01-14
Alagoas,296.5,300.0,-5.59,2026-01-14
MA Oeste,296.5,300.0,-5.59,2026-01-14
SC,318.0,322.0,1.28,2026-01-14
PR Noroeste,326.0,330.0,3.83,2026-01-14
PA Paragominas,306.0,310.0,-2.4,2026-01-14
MT Sudeste,296.5,300.0,-5.59,2026-01-14
BA Sul,301.5,305.0,-3.99,2026-01-15
RS Pelotas (kg),10.85,11.0,3.99,2026-01-15
RS Oeste (kg),10.95,11.1,4.95,2026-01-15
MS Três Lagoas,306.0,310.0,-2.4,2026-01-15
MS C. Grande,306.0,310.0,-2.4,2026-01-15
GO Reg. Sul,305.0,309.0,-2.72,2026-01-15
MG Norte,307.0,311.0,-2.08,2026-01-15
MG Sul,305.0,309.0,-2.72,2026-01-15
MG B.Horizonte,311.0,315.0,-0.8,2026-01-15
MG Triângulo,306.0,310.0,-2.4,2026-01-15
SP Araçatuba,314.0,318.0,0.0,2026-01-15
SP Barretos,314.0,318.0,0.0,2026-01-15
BA Oeste,306.0,310.0,-2.4,2026-01-15
GO Goiânia,308.0,312.0,-1.76,2026-01-15
MT Norte,297.5,301.0,-5.27,2026-01-15
MS Dourados,306.0,310.0,-2.4,2026-01-15
MT Cuiabá*,296.5,300.0,-5.59,2026-01-15
MT Sudoeste,294.5,298.0,-6.23,2026-01-15
RJ,316.0,320.0,0.64,2026-01-15
ES,301.5,305.0,-3.99,2026-01-15
Acre,262.0,265.0,-16.61,2026-01-15
TO Norte,294.5,298.0,-6.23,2026-01-15
TO Sul,296.5,300.0,-5.59,2026-01-15
RO Sudeste,270.5,274.0,-13.74,2026-01-15
Roraima,291.5,295.0,-7.19,2026-01-15
PA Redenção,288.5,292.0,-8.15,2026-01-15
PA Marabá,296.5,300.0,-5.59,2026-01-15
Alagoas,296.5,300.0,-5.59,2026-01-15
MA Oeste,296.5,300.0,-5.59,2026-01-15
SC,318.0,322.0,1.28,2026-01-15
PR Noroeste,326.0,330.0,3.83,2026-01-15
PA Paragominas,306.0,310.0,-2.4,2026-01-15
MT Sudeste,296.5,300.0,-5.59,2026-01-15
MT Cuiabá*,296.5,300.0,-5.59,2026-01-16
MT Sudeste,296.5,300.0,-5.59,2026-01-16
PR Noroeste,326.0,330.0,3.83,2026-01-16
SC,318.0,322.0,1.28,2026-01-16
MA Oeste,296.5,300.0,-5.59,2026-01-16
Alagoas,306.0,310.0,-2.4,2026-01-16
PA Paragominas,306.0,310.0,-2.4,2026-01-16
PA Redenção,288.5,292.0,-8.15,2026-01-16
RO Sudeste,268.5,272.0,-14.38,2026-01-16
TO Sul,296.5,300.0,-5.59,2026-01-16
TO Norte,294.5,298.0,-6.23,2026-01-16
Acre,262.0,265.0,-16.61,2026-01-16
MT Sudoeste,292.5,296.0,-6.87,2026-01-16
PA Marabá,294.5,298.0,-6.23,2026-01-16
MT Norte,295.5,299.0,-5.91,2026-01-16
GO Reg. Sul,305.0,309.0,-2.72,2026-01-16
BA Sul,301.5,305.0,-3.99,2026-01-16
RS Pelotas (kg),10.85,11.0,3.99,2026-01-16
RS Oeste (kg),10.65,10.8,2.08,2026-01-16
MS Três Lagoas,304.0,308.0,-3.04,2026-01-16
MS C. Grande,304.0,308.0,-3.04,2026-01-16
MS Dourados,306.0,310.0,-2.4,2026-01-16
GO Goiânia,308.0,312.0,-1.76,2026-01-16
MG Sul,305.0,309.0,-2.72,2026-01-16
MG Norte,304.0,308.0,-3.04,2026-01-16
MG B.Horizonte,311.0,315.0,-0.8,2026-01-16
MG Triângulo,306.0,310.0,-2.4,2026-01-16
SP Araçatuba,314.0,318.0,0.0,2026-01-16
SP Barretos,314.0,318.0,0.0,2026-01-16
ES,301.5,305.0,-3.99,2026-01-16
BA Oeste,301.5,305.0,-3.99,2026-01-16
RJ,316.0,320.0,0.64,2026-01-16
Roraima,291.5,295.0,-7.19,2026-01-16
SP Barretos,314.0,318.0,0.0,2026-01-16
Roraima,291.5,295.0,-7.19,2026-01-16
RJ,316.0,320.0,0.64,2026-01-16
ES,301.5,305.0,-3.99,2026-01-16
Acre,262.0,265.0,-16.61,2026-01-16
TO Norte,294.5,298.0,-6.23,2026-01-16
TO Sul,296.5,300.0,-5.59,2026-01-16
RO Sudeste,270.5,274.0,-13.74,2026-01-16
PA Paragominas,306.0,310.0,-2.4,2026-01-16
PA Marabá,296.5,300.0,-5.59,2026-01-16
Alagoas,296.5,300.0,-5.59,2026-01-16
MA Oeste,296.5,300.0,-5.59,2026-01-16
SC,318.0,322.0,1.28,2026-01-16
PR Noroeste,326.0,330.0,3.83,2026-01-16
MT Sudeste,296.5,300.0,-5.59,2026-01-16
MT Cuiabá*,296.5,300.0,-5.59,2026-01-16
PA Redenção,288.5,292.0,-8.15,2026-01-16
MT Norte,297.5,301.0,-5.27,2026-01-16
MT Sudoeste,294.5,298.0,-6.23,2026-01-16
MG Triângulo,306.0,310.0,-2.4,2026-01-16
MG B.Horizonte,311.0,315.0,-0.8,2026-01-16
MG Norte,307.0,311.0,-2.08,2026-01-16
MG Sul,305.0,309.0,-2.72,2026-01-16
GO Goiânia,308.0,312.0,-1.76,2026-01-16
GO Reg. Sul,305.0,309.0,-2.72,2026-01-16
SP Araçatuba,314.0,318.0,0.0,2026-01-16
MS C. Grande,306.0,310.0,-2.4,2026-01-16
MS Três Lagoas,306.0,310.0,-2.4,2026-01-16
RS Oeste (kg),10.95,11.1,4.95,2026-01-16
RS Pelotas (kg),10.85,11.0,3.99,2026-01-16
BA Sul,301.5,305.0,-3.99,2026-01-16
BA Oeste,306.0,310.0,-2.4,2026-01-16
MS Dourados,306.0,310.0,-2.4,2026-01-16
BA Oeste,301.5,305.0,-3.99,2026-01-17
BA Sul,301.5,305.0,-3.99,2026-01-17
RS Pelotas (kg),10.85,11.0,3.99,2026-01-17
RS Oeste (kg),10.65,10.8,2.08,2026-01-17
MS Três Lagoas,304.0,308.0,-3.04,2026-01-17
MS C. Grande,304.0,308.0,-3.04,2026-01-17
MS Dourados,304.0,308.0,-3.04,2026-01-17
MG Norte,304.0,308.0,-3.04,2026-01-17
GO Goiânia,306.0,310.0,-2.4,2026-01-17
MG Sul,305.0,309.0,-2.72,2026-01-17
MG B.Horizonte,311.0,315.0,-0.8,2026-01-17
MG Triângulo,306.0,310.0,-2.4,2026-01-17
SP Araçatuba,314.0,318.0,0.0,2026-01-17
SP Barretos,314.0,318.0,0.0,2026-01-17
GO Reg. Sul,305.0,309.0,-2.72,2026-01-17
MT Norte,295.5,299.0,-5.91,2026-01-17
PA Redenção,288.5,292.0,-8.15,2026-01-17
MT Cuiabá*,296.5,300.0,-5.59,2026-01-17
MT Sudoeste,292.5,296.0,-6.87,2026-01-17
RJ,316.0,320.0,0.64,2026-01-17
ES,303.5,307.0,-3.35,2026-01-17
Acre,262.0,265.0,-16.61,2026-01-17
TO Norte,294.5,298.0,-6.23,2026-01-17
TO Sul,296.5,300.0,-5.59,2026-01-17
RO Sudeste,268.5,272.0,-14.38,2026-01-17
Roraima,291.5,295.0,-7.19,2026-01-17
PA Marabá,294.5,298.0,-6.23,2026-01-17
Alagoas,306.0,310.0,-2.4,2026-01-17
MA Oeste,296.5,300.0,-5.59,2026-01-17
SC,321.0,325.0,2.24,2026-01-17
PR Noroeste,326.0,330.0,3.83,2026-01-17
MT Sudeste,296.5,300.0,-5.59,2026-01-17
PA Paragominas,306.0,310.0,-2.4,2026-01-17
BA Oeste,301.5,305.0,-3.99,2026-01-18
BA Sul,301.5,305.0,-3.99,2026-01-18
RS Pelotas (kg),10.85,11.0,3.99,2026-01-18
RS Oeste (kg),10.65,10.8,2.08,2026-01-18
MS Três Lagoas,304.0,308.0,-3.04,2026-01-18
MS C. Grande,304.0,308.0,-3.04,2026-01-18
MS Dourados,304.0,308.0,-3.04,2026-01-18
MG Norte,304.0,308.0,-3.04,2026-01-18
GO Goiânia,306.0,310.0,-2.4,2026-01-18
MG Sul,305.0,309.0,-2.72,2026-01-18
MG B.Horizonte,311.0,315.0,-0.8,2026-01-18
MG Triângulo,306.0,310.0,-2.4,2026-01-18
SP Araçatuba,314.0,318.0,0.0,2026-01-18
SP Barretos,314.0,318.0,0.0,2026-01-18
GO Reg. Sul,305.0,309.0,-2.72,2026-01-18
MT Norte,295.5,299.0,-5.91,2026-01-18
PA Redenção,288.5,292.0,-8.15,2026-01-18
MT Cuiabá*,296.5,300.0,-5.59,2026-01-18
RJ,316.0,320.0,0.64,2026-01-18
ES,303.5,307.0,-3.35,2026-01-18
Acre,262.0,265.0,-16.61,2026-01-18
TO Norte,294.5,298.0,-6.23,2026-01-18
TO Sul,296.5,300.0,-5.59,2026-01-18
RO Sudeste,268.5,272.0,-14.38,2026-01-18
PA Paragominas,306.0,310.0,-2.4,2026-01-18
MT Sudoeste,292.5,296.0,-6.87,2026-01-18
PA Marabá,294.5,298.0,-6.23,2026-01-18
Alagoas,306.0,310.0,-2.4,2026-01-18
MA Oeste,296.5,300.0,-5.59,2026-01-18
SC,321.0,325.0,2.24,2026-01-18
PR Noroeste,326.0,330.0,3.83,2026-01-18
MT Sudeste,296.5,300.0,-5.59,2026-01-18
Roraima,291.5,295.0,-7.19,2026-01-18
BA Sul,301.5,305.0,-3.99,2026-01-19
RS Pelotas (kg),10.85,11.0,3.99,2026-01-19
RS Oeste (kg),10.65,10.8,2.08,2026-01-19
MS Três Lagoas,304.0,308.0,-3.04,2026-01-19
MS C. Grande,304.0,308.0,-3.04,2026-01-19
MS Dourados,304.0,308.0,-3.04,2026-01-19
MG Norte,304.0,308.0,-3.04,2026-01-19
GO Goiânia,306.0,310.0,-2.4,2026-01-19
MG Sul,305.0,309.0,-2.72,2026-01-19
MG B.Horizonte,311.0,315.0,-0.8,2026-01-19
MG Triângulo,306.0,310.0,-2.4,2026-01-19
SP Araçatuba,314.0,318.0,0.0,2026-01-19
BA Oeste,301.5,305.0,-3.99,2026-01-19
GO Reg. Sul,305.0,309.0,-2.72,2026-01-19
SP Barretos,314.0,318.0,0.0,2026-01-19
MT Norte,295.5,299.0,-5.91,2026-01-19
MT Cuiabá*,296.5,300.0,-5.59,2026-01-19
MT Sudoeste,292.5,296.0,-6.87,2026-01-19
Roraima,291.5,295.0,-7.19,2026-01-19
RJ,316.0,320.0,0.64,2026-01-19
ES,303.5,307.0,-3.35,2026-01-19
Acre,262.0,265.0,-16.61,2026-01-19
TO Sul,296.5,300.0,-5.59,2026-01-19
RO Sudeste,268.5,272.0,-14.38,2026-01-19
TO Norte,294.5,298.0,-6.23,2026-01-19
PA Redenção,288.5,292.0,-8.15,2026-01-19
PA Marabá,294.5,298.0,-6.23,2026-01-19
Alagoas,306.0,310.0,-2.4,2026-01-19
MA Oeste,296.5,300.0,-5.59,2026-01-19
SC,321.0,325.0,2.24,2026-01-19
PR Noroeste,326.0,330.0,3.83,2026-01-19
MT Sudeste,296.5,300.0,-5.59,2026-01-19
PA Paragominas,306.0,310.0,-2.4,2026-01-19
MS Dourados,304.0,308.0,-3.04,2026-01-20
BA Sul,298.5,302.0,-4.95,2026-01-20
RS Pelotas (kg),10.85,11.0,3.99,2026-01-20
RS Oeste (kg),10.65,10.8,2.08,2026-01-20
MS Três Lagoas,301.5,305.0,-3.99,2026-01-20
MS C. Grande,304.0,308.0,-3.04,2026-01-20
GO Reg. Sul,305.0,309.0,-2.72,2026-01-20
BA Oeste,301.5,305.0,-3.99,2026-01-20
MG Sul,305.0,309.0,-2.72,2026-01-20
MG Norte,301.5,305.0,-3.99,2026-01-20
MG B.Horizonte,306.0,310.0,-2.4,2026-01-20
MG Triângulo,303.5,307.0,-3.35,2026-01-20
SP Araçatuba,314.0,318.0,0.0,2026-01-20
SP Barretos,314.0,318.0,0.0,2026-01-20
GO Goiânia,303.5,307.0,-3.35,2026-01-20
MT Norte,295.5,299.0,-5.91,2026-01-20
PA Redenção,288.5,292.0,-8.15,2026-01-20
MT Cuiabá*,296.5,300.0,-5.59,2026-01-20
RJ,316.0,320.0,0.64,2026-01-20
ES,303.5,307.0,-3.35,2026-01-20
Acre,262.0,265.0,-16.61,2026-01-20
TO Norte,294.5,298.0,-6.23,2026-01-20
TO Sul,296.5,300.0,-5.59,2026-01-20
RO Sudeste,268.5,272.0,-14.38,2026-01-20
PA Paragominas,306.0,310.0,-2.4,2026-01-20
MT Sudoeste,289.5,293.0,-7.83,2026-01-20
PA Marabá,296.5,300.0,-5.59,2026-01-20
Alagoas,306.0,310.0,-2.4,2026-01-20
MA Oeste,296.5,300.0,-5.59,2026-01-20
SC,321.0,325.0,2.24,2026-01-20
PR Noroeste,326.0,330.0,3.83,2026-01-20
MT Sudeste,296.5,300.0,-5.59,2026-01-20
Roraima,291.5,295.0,-7.19,2026-01-20
BA Sul,298.5,302.0,-4.95,2026-01-21
RS Pelotas (kg),10.85,11.0,3.99,2026-01-21
MS Três Lagoas,301.5,305.0,-3.99,2026-01-21
MS C. Grande,304.0,308.0,-3.04,2026-01-21
MS Dourados,304.0,308.0,-3.04,2026-01-21
GO Reg. Sul,304.0,308.0,-3.04,2026-01-21
MG Norte,301.5,305.0,-3.99,2026-01-21
MG Sul,305.0,309.0,-2.72,2026-01-21
BA Oeste,301.5,305.0,-3.99,2026-01-21
MG B.Horizonte,306.0,310.0,-2.4,2026-01-21
MG Triângulo,303.5,307.0,-3.35,2026-01-21
SP Araçatuba,314.0,318.0,0.0,2026-01-21
SP Barretos,314.0,318.0,0.0,2026-01-21
GO Goiânia,303.5,307.0,-3.35,2026-01-21
MT Sudoeste,289.5,293.0,-7.83,2026-01-21
RS Oeste (kg),10.65,10.8,2.08,2026-01-21
MT Norte,295.5,299.0,-5.91,2026-01-21
MT Cuiabá*,296.5,300.0,-5.59,2026-01-21
Roraima,291.5,295.0,-7.19,2026-01-21
RJ,316.0,320.0,0.64,2026-01-21
ES,303.5,307.0,-3.35,2026-01-21
Acre,262.0,265.0,-16.61,2026-01-21
TO Sul,296.5,300.0,-5.59,2026-01-21
RO Sudeste,268.5,272.0,-14.38,2026-01-21
TO Norte,294.5,298.0,-6.23,2026-01-21
PA Redenção,291.5,295.0,-7.19,2026-01-21
PA Marabá,296.5,300.0,-5.59,2026-01-21
Alagoas,306.0,310.0,-2.4,2026-01-21
MA Oeste,296.5,300.0,-5.59,2026-01-21
SC,324.0,328.0,3.19,2026-01-21
PR Noroeste,326.0,330.0,3.83,2026-01-21
MT Sudeste,296.5,300.0,-5.59,2026-01-21
PA Paragominas,306.0,310.0,-2.4,2026-01-21
MS C. Grande,302.5,306.0,-3.67,2026-01-22
BA Oeste,301.5,305.0,-3.99,2026-01-22
BA Sul,296.5,300.0,-5.59,2026-01-22
RS Pelotas (kg),10.85,11.0,3.99,2026-01-22
RS Oeste (kg),10.65,10.8,2.08,2026-01-22
MS Três Lagoas,301.5,305.0,-3.99,2026-01-22
MS Dourados,302.5,306.0,-3.67,2026-01-22
MT Norte,295.5,299.0,-5.91,2026-01-22
GO Goiânia,303.5,307.0,-3.35,2026-01-22
MG Sul,305.0,309.0,-2.72,2026-01-22
MG Norte,301.5,305.0,-3.99,2026-01-22
MG B.Horizonte,306.0,310.0,-2.4,2026-01-22
MG Triângulo,303.5,307.0,-3.35,2026-01-22
SP Araçatuba,314.0,318.0,0.0,2026-01-22
GO Reg. Sul,304.0,308.0,-3.04,2026-01-22
SP Barretos,314.0,318.0,0.0,2026-01-22
MT Sudoeste,289.5,293.0,-7.83,2026-01-22
MT Sudeste,296.5,300.0,-5.59,2026-01-22
Roraima,291.5,295.0,-7.19,2026-01-22
RJ,316.0,320.0,0.64,2026-01-22
ES,303.5,307.0,-3.35,2026-01-22
Acre,260.0,263.0,-17.25,2026-01-22
TO Norte,296.5,300.0,-5.59,2026-01-22
TO Sul,296.5,300.0,-5.59,2026-01-22
RO Sudeste,268.5,272.0,-14.38,2026-01-22
MT Cuiabá*,296.5,300.0,-5.59,2026-01-22
PA Redenção,291.5,295.0,-7.19,2026-01-22
PA Marabá,298.5,302.0,-4.95,2026-01-22
Alagoas,306.0,310.0,-2.4,2026-01-22
MA Oeste,296.5,300.0,-5.59,2026-01-22
SC,324.0,328.0,3.19,2026-01-22
PR Noroeste,326.0,330.0,3.83,2026-01-22
PA Paragominas,306.0,310.0,-2.4,2026-01-22
BA Oeste,301.5,305.0,-3.99,2026-01-23
BA Sul,296.5,300.0,-5.59,2026-01-23
RS Pelotas (kg),10.85,11.0,3.99,2026-01-23
RS Oeste (kg),10.65,10.8,2.08,2026-01-23
MS Três Lagoas,301.5,305.0,-3.99,2026-01-23
MS C. Grande,302.5,306.0,-3.67,2026-01-23
MS Dourados,302.5,306.0,-3.67,2026-01-23
MG Sul,305.0,309.0,-2.72,2026-01-23
GO Goiânia,303.5,307.0,-3.35,2026-01-23
MG Norte,301.5,305.0,-3.99,2026-01-23
MG B.Horizonte,306.0,310.0,-2.4,2026-01-23
MG Triângulo,301.5,305.0,-3.99,2026-01-23
SP Araçatuba,314.0,318.0,0.0,2026-01-23
MT Norte,295.5,299.0,-5.91,2026-01-23
GO Reg. Sul,304.0,308.0,-3.04,2026-01-23
SP Barretos,314.0,318.0,0.0,2026-01-23
MT Sudoeste,289.5,293.0,-7.83,2026-01-23
MT Sudeste,296.5,300.0,-5.59,2026-01-23
MT Cuiabá*,296.5,300.0,-5.59,2026-01-23
Roraima,291.5,295.0,-7.19,2026-01-23
RJ,316.0,320.0,0.64,2026-01-23
ES,303.5,307.0,-3.35,2026-01-23
Acre,260.0,263.0,-17.25,2026-01-23
TO Sul,293.5,297.0,-6.55,2026-01-23
RO Sudeste,268.5,272.0,-14.38,2026-01-23
TO Norte,296.5,300.0,-5.59,2026-01-23
PA Redenção,293.5,297.0,-6.55,2026-01-23
PA Marabá,298.5,302.0,-4.95,2026-01-23
Alagoas,306.0,310.0,-2.4,2026-01-23
MA Oeste,296.5,300.0,-5.59,2026-01-23
SC,322.0,326.0,2.56,2026-01-23
PR Noroeste,326.0,330.0,3.83,2026-01-23
PA Paragominas,306.0,310.0,-2.4,2026-01-23
MS C. Grande,302.5,306.0,-3.98,2026-01-24
BA Sul,296.5,300.0,-5.89,2026-01-24
RS Pelotas (kg),10.85,11.0,3.66,2026-01-24
RS Oeste (kg),10.65,10.8,1.75,2026-01-24
MS Três Lagoas,301.5,305.0,-4.3,2026-01-24
MS Dourados,302.5,306.0,-3.98,2026-01-24
SP Barretos,315.0,319.0,0.0,2026-01-24
GO Goiânia,303.5,307.0,-3.66,2026-01-24
MG Sul,305.0,309.0,-3.03,2026-01-24
MG Norte,301.5,305.0,-4.3,2026-01-24
MG B.Horizonte,306.0,310.0,-2.71,2026-01-24
MG Triângulo,301.5,305.0,-4.3,2026-01-24
SP Araçatuba,315.0,319.0,0.0,2026-01-24
BA Oeste,301.5,305.0,-4.3,2026-01-24
MT Norte,295.5,299.0,-6.21,2026-01-24
GO Reg. Sul,304.0,308.0,-3.34,2026-01-24
MT Cuiabá*,296.5,300.0,-5.89,2026-01-24
Roraima,291.5,295.0,-7.48,2026-01-24
RJ,316.0,320.0,0.32,2026-01-24
ES,303.5,307.0,-3.66,2026-01-24
Acre,260.0,263.0,-17.52,2026-01-24
TO Norte,296.5,300.0,-5.89,2026-01-24
TO Sul,293.5,297.0,-6.85,2026-01-24
RO Sudeste,268.5,272.0,-14.65,2026-01-24
MT Sudoeste,289.5,293.0,-8.12,2026-01-24
PA Redenção,293.5,297.0,-6.85,2026-01-24
PA Marabá,299.5,303.0,-4.94,2026-01-24
Alagoas,306.0,310.0,-2.71,2026-01-24
MA Oeste,297.5,301.0,-5.57,2026-01-24
SC,322.0,326.0,2.23,2026-01-24
PR Noroeste,326.0,330.0,3.5,2026-01-24
MT Sudeste,296.5,300.0,-5.89,2026-01-24
PA Paragominas,308.0,312.0,-2.07,2026-01-24
BA Sul,296.5,300.0,-5.89,2026-01-25
RS Pelotas (kg),10.85,11.0,3.66,2026-01-25
RS Oeste (kg),10.65,10.8,1.75,2026-01-25
MS Três Lagoas,301.5,305.0,-4.3,2026-01-25
MS C. Grande,302.5,306.0,-3.98,2026-01-25
MS Dourados,302.5,306.0,-3.98,2026-01-25
GO Reg. Sul,304.0,308.0,-3.34,2026-01-25
MG B.Horizonte,306.0,310.0,-2.71,2026-01-25
MG Sul,305.0,309.0,-3.03,2026-01-25
MG Norte,301.5,305.0,-4.3,2026-01-25
MG Triângulo,301.5,305.0,-4.3,2026-01-25
SP Araçatuba,315.0,319.0,0.0,2026-01-25
SP Barretos,315.0,319.0,0.0,2026-01-25
BA Oeste,301.5,305.0,-4.3,2026-01-25
GO Goiânia,303.5,307.0,-3.66,2026-01-25
MT Norte,295.5,299.0,-6.21,2026-01-25
MT Sudoeste,289.5,293.0,-8.12,2026-01-25
MT Cuiabá*,296.5,300.0,-5.89,2026-01-25
RJ,316.0,320.0,0.32,2026-01-25
ES,303.5,307.0,-3.66,2026-01-25
Acre,260.0,263.0,-17.52,2026-01-25
TO Norte,296.5,300.0,-5.89,2026-01-25
TO Sul,293.5,297.0,-6.85,2026-01-25
RO Sudeste,268.5,272.0,-14.65,2026-01-25
PA Paragominas,308.0,312.0,-2.07,2026-01-25
Roraima,291.5,295.0,-7.48,2026-01-25
PA Marabá,299.5,303.0,-4.94,2026-01-25
Alagoas,306.0,310.0,-2.71,2026-01-25
MA Oeste,297.5,301.0,-5.57,2026-01-25
SC,322.0,326.0,2.23,2026-01-25
PR Noroeste,326.0,330.0,3.5,2026-01-25
MT Sudeste,296.5,300.0,-5.89,2026-01-25
PA Redenção,293.5,297.0,-6.85,2026-01-25
BA Sul,296.5,300.0,-5.89,2026-01-26
RS Pelotas (kg),10.85,11.0,3.66,2026-01-26
RS Oeste (kg),10.65,10.8,1.75,2026-01-26
MS Três Lagoas,301.5,305.0,-4.3,2026-01-26
MS C. Grande,302.5,306.0,-3.98,2026-01-26
MS Dourados,302.5,306.0,-3.98,2026-01-26
GO Reg. Sul,304.0,308.0,-3.34,2026-01-26
MG Norte,301.5,305.0,-4.3,2026-01-26
MG Sul,305.0,309.0,-3.03,2026-01-26
MG B.Horizonte,306.0,310.0,-2.71,2026-01-26
MG Triângulo,301.5,305.0,-4.3,2026-01-26
SP Araçatuba,315.0,319.0,0.0,2026-01-26
SP Barretos,315.0,319.0,0.0,2026-01-26
BA Oeste,301.5,305.0,-4.3,2026-01-26
GO Goiânia,303.5,307.0,-3.66,2026-01-26
MT Norte,295.5,299.0,-6.21,2026-01-26
Roraima,291.5,295.0,-7.48,2026-01-26
MT Cuiabá*,296.5,300.0,-5.89,2026-01-26
MT Sudoeste,289.5,293.0,-8.12,2026-01-26
RJ,316.0,320.0,0.32,2026-01-26
ES,303.5,307.0,-3.66,2026-01-26
Acre,260.0,263.0,-17.52,2026-01-26
TO Sul,293.5,297.0,-6.85,2026-01-26
RO Sudeste,268.5,272.0,-14.65,2026-01-26
PA Paragominas,308.0,312.0,-2.07,2026-01-26
TO Norte,296.5,300.0,-5.89,2026-01-26
PA Marabá,299.5,303.0,-4.94,2026-01-26
Alagoas,306.0,310.0,-2.71,2026-01-26
MA Oeste,297.5,301.0,-5.57,2026-01-26
SC,322.0,326.0,2.23,2026-01-26
PR Noroeste,326.0,330.0,3.5,2026-01-26
MT Sudeste,296.5,300.0,-5.89,2026-01-26
PA Redenção,293.5,297.0,-6.85,2026-01-26
MS Dourados,302.5,306.0,-3.98,2026-01-27
BA Sul,296.5,300.0,-5.89,2026-01-27
RS Pelotas (kg),10.85,11.0,3.66,2026-01-27
RS Oeste (kg),10.65,10.8,1.75,2026-01-27
MS Três Lagoas,301.5,305.0,-4.3,2026-01-27
MS C. Grande,302.5,306.0,-3.98,2026-01-27
GO Reg. Sul,304.0,308.0,-3.34,2026-01-27
BA Oeste,301.5,305.0,-4.3,2026-01-27
MG Sul,305.0,309.0,-3.03,2026-01-27
MG Norte,301.5,305.0,-4.3,2026-01-27
MG B.Horizonte,306.0,310.0,-2.71,2026-01-27
