praca,preco_vista,preco_30d,data
Acre,277.0,280.0,2026-02-27
TO Sul,301.5,305.0,2026-02-27
PA Paragominas,301.5,305.0,2026-02-27
TO Norte,298.5,302.0,2026-02-27
PA Marabá,301.5,305.0,2026-02-27
PA Redenção,301.5,305.0,2026-02-27
PR Noroeste,341.0,345.0,2026-02-27
SC,333.0,337.0,2026-02-27
MT Sudeste,321.0,325.0,2026-02-27
Alagoas,306.5,310.0,2026-02-27
MA Oeste,296.5,300.0,2026-02-27
BA Oeste,298.5,302.0,2026-03-01
BA Sul,293.5,297.0,2026-03-01
RS Pelotas (kg),10.85,11.0,2026-03-01
MS Três Lagoas,312.5,316.0,2026-03-01
MS Dourados,313.5,317.0,2026-03-01
MT Norte,321.0,325.0,2026-03-01
GO Reg. Sul,316.5,320.0,2026-03-01
MG Sul,316.5,320.0,2026-03-01
MG Norte,321.0,325.0,2026-03-01
MG B.Horizonte,316.5,320.0,2026-03-01
MG Triângulo,318.5,322.0,2026-03-01
SP Araçatuba,331.0,335.0,2026-03-01
SP Barretos,331.0,335.0,2026-03-01
GO Goiânia,316.5,320.0,2026-03-01
MT Sudoeste,321.0,325.0,2026-03-01
MS C. Grande,316.5,320.0,2026-03-01
MT Sudeste,321.0,325.0,2026-03-01
MT Cuiabá*,317.5,321.0,2026-03-01
RJ,316.5,320.0,2026-03-01
ES,307.5,311.0,2026-03-01
Acre,277.0,280.0,2026-03-01
TO Norte,301.5,305.0,2026-03-01
TO Sul,301.5,305.0,2026-03-01
RO Sudeste,296.5,300.0,2026-03-01
Roraima,277.0,280.0,2026-03-01
PA Redenção,303.5,307.0,2026-03-01
PA Paragominas,303.5,307.0,2026-03-01
PR Noroeste,341.0,345.0,2026-03-01
SC,333.0,337.0,2026-03-01
RS Oeste (kg),11.2,11.35,2026-03-01
Alagoas,311.5,315.0,2026-03-01
PA Marabá,301.5,305.0,2026-03-01
MA Oeste,296.5,300.0,2026-03-01
MT Norte,321.0,325.0,2026-03-02
BA Oeste,298.5,302.0,2026-03-02
BA Sul,293.5,297.0,2026-03-02
RS Pelotas (kg),10.85,11.0,2026-03-02
SP Barretos,331.0,335.0,2026-03-02
MS Três Lagoas,312.5,316.0,2026-03-02
MS C. Grande,316.5,320.0,2026-03-02
GO Reg. Sul,316.5,320.0,2026-03-02
GO Goiânia,316.5,320.0,2026-03-02
MG Norte,321.0,325.0,2026-03-02
MG B.Horizonte,316.5,320.0,2026-03-02
MG Triângulo,318.5,322.0,2026-03-02
SP Araçatuba,331.0,335.0,2026-03-02
MS Dourados,313.5,317.0,2026-03-02
MG Sul,316.5,320.0,2026-03-02
RS Oeste (kg),11.2,11.35,2026-03-02
MT Sudeste,321.0,325.0,2026-03-02
MT Cuiabá*,317.5,321.0,2026-03-02
Roraima,277.0,280.0,2026-03-02
RJ,316.5,320.0,2026-03-02
ES,307.5,311.0,2026-03-02
Acre,277.0,280.0,2026-03-02
TO Norte,301.5,305.0,2026-03-02
TO Sul,301.5,305.0,2026-03-02
MT Sudoeste,321.0,325.0,2026-03-02
PA Paragominas,303.5,307.0,2026-03-02
RO Sudeste,296.5,300.0,2026-03-02
SC,333.0,337.0,2026-03-02
MA Oeste,296.5,300.0,2026-03-02
PR Noroeste,341.0,345.0,2026-03-02
PA Marabá,301.5,305.0,2026-03-02
PA Redenção,303.5,307.0,2026-03-02
Alagoas,311.5,315.0,2026-03-02
BA Oeste,298.5,302.0,2026-03-03
BA Sul,296.5,300.0,2026-03-03
RS Oeste (kg),11.2,11.35,2026-03-03
MS Três Lagoas,312.5,316.0,2026-03-03
MS C. Grande,318.5,322.0,2026-03-03
MS Dourados,313.5,317.0,2026-03-03
GO Reg. Sul,316.5,320.0,2026-03-03
MT Norte,321.0,325.0,2026-03-03
MG Norte,321.0,325.0,2026-03-03
MG B.Horizonte,316.5,320.0,2026-03-03
MG Triângulo,318.5,322.0,2026-03-03
SP Araçatuba,333.0,337.0,2026-03-03
SP Barretos,333.0,337.0,2026-03-03
GO Goiânia,316.5,320.0,2026-03-03
MG Sul,316.5,320.0,2026-03-03
RS Pelotas (kg),10.85,11.0,2026-03-03
MT Sudeste,321.0,325.0,2026-03-03
MT Cuiabá*,317.5,321.0,2026-03-03
Roraima,277.0,280.0,2026-03-03
RJ,316.5,320.0,2026-03-03
ES,307.5,311.0,2026-03-03
Acre,277.0,280.0,2026-03-03
TO Norte,301.5,305.0,2026-03-03
TO Sul,301.5,305.0,2026-03-03
MT Sudoeste,321.0,325.0,2026-03-03
PA Paragominas,303.5,307.0,2026-03-03
PA Redenção,306.5,310.0,2026-03-03
PA Marabá,301.5,305.0,2026-03-03
Alagoas,316.5,320.0,2026-03-03
MA Oeste,296.5,300.0,2026-03-03
SC,333.0,337.0,2026-03-03
PR Noroeste,341.0,345.0,2026-03-03
RO Sudeste,296.5,300.0,2026-03-03
BA Oeste,299.0,302.0,2026-03-04
BA Sul,297.0,300.0,2026-03-04
RS Pelotas (kg),10.9,11.0,2026-03-04
SP Barretos,333.5,337.0,2026-03-04
MS Três Lagoas,317.0,320.0,2026-03-04
MS C. Grande,319.0,322.0,2026-03-04
MG Sul,317.0,320.0,2026-03-04
GO Reg. Sul,317.0,320.0,2026-03-04
GO Goiânia,317.0,320.0,2026-03-04
MG Norte,322.0,325.0,2026-03-04
MG B.Horizonte,317.0,320.0,2026-03-04
MG Triângulo,319.0,322.0,2026-03-04
SP Araçatuba,333.5,337.0,2026-03-04
MS Dourados,317.0,320.0,2026-03-04
MT Norte,322.0,325.0,2026-03-04
RS Oeste (kg),11.25,11.35,2026-03-04
MT Sudeste,326.5,330.0,2026-03-04
MT Cuiabá*,318.0,321.0,2026-03-04
Roraima,277.0,280.0,2026-03-04
RJ,319.0,322.0,2026-03-04
ES,312.0,315.0,2026-03-04
Acre,282.0,285.0,2026-03-04
TO Norte,302.0,305.0,2026-03-04
TO Sul,304.0,307.0,2026-03-04
MT Sudoeste,326.5,330.0,2026-03-04
PA Paragominas,304.0,307.0,2026-03-04
PA Redenção,307.0,310.0,2026-03-04
PA Marabá,304.0,307.0,2026-03-04
Alagoas,322.0,325.0,2026-03-04
MA Oeste,302.0,305.0,2026-03-04
SC,336.5,340.0,2026-03-04
RO Sudeste,297.0,300.0,2026-03-04
PR Noroeste,343.5,347.0,2026-03-04
BA Sul,297.0,300.0,2026-03-05
RS Pelotas (kg),10.9,11.0,2026-03-05
MS Três Lagoas,317.0,320.0,2026-03-05
MS C. Grande,319.0,322.0,2026-03-05
MS Dourados,317.0,320.0,2026-03-05
GO Reg. Sul,317.0,320.0,2026-03-05
MG B.Horizonte,317.0,320.0,2026-03-05
MG Sul,317.0,320.0,2026-03-05
MG Norte,322.0,325.0,2026-03-05
BA Oeste,304.0,307.0,2026-03-05
MG Triângulo,319.0,322.0,2026-03-05
SP Araçatuba,333.5,337.0,2026-03-05
SP Barretos,333.5,337.0,2026-03-05
GO Goiânia,317.0,320.0,2026-03-05
MT Norte,324.5,328.0,2026-03-05
RS Oeste (kg),11.25,11.35,2026-03-05
MT Cuiabá*,320.0,323.0,2026-03-05
MT Sudoeste,326.5,330.0,2026-03-05
RJ,319.0,322.0,2026-03-05
ES,312.0,315.0,2026-03-05
Acre,282.0,285.0,2026-03-05
TO Norte,302.0,305.0,2026-03-05
TO Sul,304.0,307.0,2026-03-05
RO Sudeste,299.0,302.0,2026-03-05
PA Paragominas,306.0,309.0,2026-03-05
Roraima,277.0,280.0,2026-03-05
PA Marabá,304.0,307.0,2026-03-05
Alagoas,326.5,330.0,2026-03-05
MA Oeste,302.0,305.0,2026-03-05
SC,336.5,340.0,2026-03-05
PR Noroeste,343.5,347.0,2026-03-05
MT Sudeste,326.5,330.0,2026-03-05
PA Redenção,307.0,310.0,2026-03-05
BA Sul,302.0,305.0,2026-03-06
RS Pelotas (kg),10.9,11.0,2026-03-06
RS Oeste (kg),11.25,11.35,2026-03-06
MS Três Lagoas,317.0,320.0,2026-03-06
MS C. Grande,319.0,322.0,2026-03-06
MS Dourados,317.0,320.0,2026-03-06
GO Reg. Sul,317.0,320.0,2026-03-06
MG Norte,322.0,325.0,2026-03-06
MG Sul,317.0,320.0,2026-03-06
MG B.Horizonte,317.0,320.0,2026-03-06
MG Triângulo,319.0,322.0,2026-03-06
SP Araçatuba,333.5,337.0,2026-03-06
SP Barretos,333.5,337.0,2026-03-06
BA Oeste,304.0,307.0,2026-03-06
GO Goiânia,317.0,320.0,2026-03-06
MT Norte,324.5,328.0,2026-03-06
TO Norte,305.0,308.0,2026-03-06
MT Cuiabá*,320.0,323.0,2026-03-06
MT Sudoeste,328.5,332.0,2026-03-06
RJ,319.0,322.0,2026-03-06
ES,312.0,315.0,2026-03-06
Acre,282.0,285.0,2026-03-06
TO Sul,304.0,307.0,2026-03-06
RO Sudeste,297.0,300.0,2026-03-06
PA Paragominas,307.0,310.0,2026-03-06
Roraima,277.0,280.0,2026-03-06
PA Marabá,304.0,307.0,2026-03-06
Alagoas,326.5,330.0,2026-03-06
MA Oeste,302.0,305.0,2026-03-06
SC,336.5,340.0,2026-03-06
PR Noroeste,343.5,347.0,2026-03-06
MT Sudeste,326.5,330.0,2026-03-06
PA Redenção,307.0,310.0,2026-03-06
BA Sul,302.0,305.0,2026-03-07
RS Pelotas (kg),10.9,11.0,2026-03-07
RS Oeste (kg),11.25,11.35,2026-03-07
MS Três Lagoas,315.0,318.0,2026-03-07
MS C. Grande,319.0,322.0,2026-03-07
MS Dourados,317.0,320.0,2026-03-07
GO Reg. Sul,317.0,320.0,2026-03-07
MG Norte,320.0,323.0,2026-03-07
MG Sul,317.0,320.0,2026-03-07
MG B.Horizonte,317.0,320.0,2026-03-07
MG Triângulo,319.0,322.0,2026-03-07
SP Araçatuba,333.5,337.0,2026-03-07
SP Barretos,333.5,337.0,2026-03-07
BA Oeste,304.0,307.0,2026-03-07
GO Goiânia,317.0,320.0,2026-03-07
MT Norte,322.0,325.0,2026-03-07
TO Norte,305.0,308.0,2026-03-07
MT Cuiabá*,320.0,323.0,2026-03-07
RJ,319.0,322.0,2026-03-07
ES,312.0,315.0,2026-03-07
Acre,282.0,285.0,2026-03-07
Roraima,277.0,280.0,2026-03-07
TO Sul,304.0,307.0,2026-03-07
RO Sudeste,297.0,300.0,2026-03-07
PA Paragominas,307.0,310.0,2026-03-07
MT Sudoeste,328.5,332.0,2026-03-07
PA Marabá,304.0,307.0,2026-03-07
Alagoas,326.5,330.0,2026-03-07
MA Oeste,302.0,305.0,2026-03-07
SC,331.5,335.0,2026-03-07
PR Noroeste,343.5,347.0,2026-03-07
MT Sudeste,324.5,328.0,2026-03-07
PA Redenção,304.0,307.0,2026-03-07
BA Sul,302.0,305.0,2026-03-08
RS Pelotas (kg),10.9,11.0,2026-03-08
RS Oeste (kg),11.25,11.35,2026-03-08
MS Três Lagoas,315.0,318.0,2026-03-08
MS C. Grande,319.0,322.0,2026-03-08
MS Dourados,317.0,320.0,2026-03-08
MG Norte,320.0,323.0,2026-03-08
GO Goiânia,317.0,320.0,2026-03-08
MG Sul,317.0,320.0,2026-03-08
MG B.Horizonte,317.0,320.0,2026-03-08
MG Triângulo,319.0,322.0,2026-03-08
SP Araçatuba,333.5,337.0,2026-03-08
BA Oeste,304.0,307.0,2026-03-08
GO Reg. Sul,317.0,320.0,2026-03-08
SP Barretos,333.5,337.0,2026-03-08
MT Norte,322.0,325.0,2026-03-08
MT Cuiabá*,320.0,323.0,2026-03-08
MT Sudoeste,328.5,332.0,2026-03-08
Roraima,277.0,280.0,2026-03-08
RJ,319.0,322.0,2026-03-08
ES,312.0,315.0,2026-03-08
Acre,282.0,285.0,2026-03-08
TO Sul,304.0,307.0,2026-03-08
RO Sudeste,297.0,300.0,2026-03-08
TO Norte,305.0,308.0,2026-03-08
PA Redenção,304.0,307.0,2026-03-08
PA Marabá,304.0,307.0,2026-03-08
Alagoas,326.5,330.0,2026-03-08
MA Oeste,302.0,305.0,2026-03-08
SC,331.5,335.0,2026-03-08
PR Noroeste,343.5,347.0,2026-03-08
MT Sudeste,324.5,328.0,2026-03-08
PA Paragominas,307.0,310.0,2026-03-08
MS Dourados,317.0,320.0,2026-03-09
BA Sul,302.0,305.0,2026-03-09
RS Pelotas (kg),10.9,11.0,2026-03-09
RS Oeste (kg),11.25,11.35,2026-03-09
MS Três Lagoas,315.0,318.0,2026-03-09
MS C. Grande,319.0,322.0,2026-03-09
GO Reg. Sul,317.0,320.0,2026-03-09
BA Oeste,304.0,307.0,2026-03-09
MG Sul,317.0,320.0,2026-03-09
MG Norte,320.0,323.0,2026-03-09
SP Barretos,333.5,337.0,2026-03-09
MG B.Horizonte,317.0,320.0,2026-03-09
MG Triângulo,319.0,322.0,2026-03-09
SP Araçatuba,333.5,337.0,2026-03-09
GO Goiânia,317.0,320.0,2026-03-09
MT Norte,322.0,325.0,2026-03-09
TO Norte,305.0,308.0,2026-03-09
MT Cuiabá*,320.0,323.0,2026-03-09
MT Sudoeste,328.5,332.0,2026-03-09
RJ,319.0,322.0,2026-03-09
ES,312.0,315.0,2026-03-09
Acre,282.0,285.0,2026-03-09
TO Sul,304.0,307.0,2026-03-09
RO Sudeste,297.0,300.0,2026-03-09
PA Paragominas,307.0,310.0,2026-03-09
Roraima,277.0,280.0,2026-03-09
PA Marabá,304.0,307.0,2026-03-09
Alagoas,326.5,330.0,2026-03-09
MA Oeste,302.0,305.0,2026-03-09
SC,331.5,335.0,2026-03-09
PR Noroeste,343.5,347.0,2026-03-09
PA Redenção,304.0,307.0,2026-03-09
MT Sudeste,324.5,328.0,2026-03-09
BA Sul,302.0,305.0,2026-03-12
RS Pelotas (kg),10.9,11.0,2026-03-12
MS Três Lagoas,312.0,315.0,2026-03-12
MS C. Grande,315.0,318.0,2026-03-12
MS Dourados,314.0,317.0,2026-03-12
GO Reg. Sul,314.0,317.0,2026-03-12
MG Norte,317.0,320.0,2026-03-12
MG Sul,312.0,315.0,2026-03-12
BA Oeste,304.0,307.0,2026-03-12
MG B.Horizonte,309.0,312.0,2026-03-12
MG Triângulo,312.0,315.0,2026-03-12
SP Araçatuba,331.5,335.0,2026-03-12
SP Barretos,331.5,335.0,2026-03-12
GO Goiânia,312.0,315.0,2026-03-12
MT Norte,322.0,325.0,2026-03-12
RS Oeste (kg),11.25,11.35,2026-03-12
MT Cuiabá*,317.0,320.0,2026-03-12
MT Sudoeste,328.5,332.0,2026-03-12
RJ,319.0,322.0,2026-03-12
ES,307.0,310.0,2026-03-12
Acre,277.0,280.0,2026-03-12
TO Norte,305.0,308.0,2026-03-12
TO Sul,304.0,307.0,2026-03-12
RO Sudeste,292.0,295.0,2026-03-12
Roraima,277.0,280.0,2026-03-12
PA Redenção,307.0,310.0,2026-03-12
PA Marabá,305.0,308.0,2026-03-12
Alagoas,326.5,330.0,2026-03-12
MA Oeste,299.0,302.0,2026-03-12
SC,331.5,335.0,2026-03-12
PR Noroeste,338.5,342.0,2026-03-12
MT Sudeste,324.5,328.0,2026-03-12
PA Paragominas,307.0,310.0,2026-03-12
BA Oeste,304.0,307.0,2026-03-13
BA Sul,299.0,302.0,2026-03-13
RS Pelotas (kg),11.1,11.2,2026-03-13
SP Barretos,331.5,335.0,2026-03-13
MS Três Lagoas,312.0,315.0,2026-03-13
MS C. Grande,315.0,318.0,2026-03-13
MG Sul,312.0,315.0,2026-03-13
GO Reg. Sul,312.0,315.0,2026-03-13
GO Goiânia,312.0,315.0,2026-03-13
MG Norte,312.0,315.0,2026-03-13
MG B.Horizonte,309.0,312.0,2026-03-13
MG Triângulo,312.0,315.0,2026-03-13
SP Araçatuba,331.5,335.0,2026-03-13
MS Dourados,314.0,317.0,2026-03-13
MT Sudoeste,328.5,332.0,2026-03-13
RS Oeste (kg),11.25,11.35,2026-03-13
MT Sudeste,324.5,328.0,2026-03-13
MT Cuiabá*,317.0,320.0,2026-03-13
Roraima,277.0,280.0,2026-03-13
RJ,317.0,320.0,2026-03-13
ES,307.0,310.0,2026-03-13
Acre,277.0,280.0,2026-03-13
TO Norte,305.0,308.0,2026-03-13
TO Sul,302.0,305.0,2026-03-13
MT Norte,322.0,325.0,2026-03-13
PA Paragominas,307.0,310.0,2026-03-13
RO Sudeste,292.0,295.0,2026-03-13
SC,331.5,335.0,2026-03-13
MA Oeste,299.0,302.0,2026-03-13
PR Noroeste,338.5,342.0,2026-03-13
PA Marabá,305.0,308.0,2026-03-13
PA Redenção,307.0,310.0,2026-03-13
Alagoas,326.5,330.0,2026-03-13
BA Oeste,304.0,307.0,2026-03-14
BA Sul,299.0,302.0,2026-03-14
RS Pelotas (kg),11.1,11.2,2026-03-14
MS Três Lagoas,312.0,315.0,2026-03-14
MS C. Grande,315.0,318.0,2026-03-14
MS Dourados,314.0,317.0,2026-03-14
GO Reg. Sul,312.0,315.0,2026-03-14
MT Norte,322.0,325.0,2026-03-14
MG Norte,312.0,315.0,2026-03-14
MG B.Horizonte,309.0,312.0,2026-03-14
MG Triângulo,312.0,315.0,2026-03-14
SP Araçatuba,331.5,335.0,2026-03-14
SP Barretos,331.5,335.0,2026-03-14
GO Goiânia,312.0,315.0,2026-03-14
MG Sul,312.0,315.0,2026-03-14
RS Oeste (kg),11.25,11.35,2026-03-14
MT Sudeste,324.5,328.0,2026-03-14
MT Cuiabá*,317.0,320.0,2026-03-14
Roraima,277.0,280.0,2026-03-14
RJ,317.0,320.0,2026-03-14
ES,307.0,310.0,2026-03-14
Acre,277.0,280.0,2026-03-14
TO Norte,305.0,308.0,2026-03-14
TO Sul,302.0,305.0,2026-03-14
MT Sudoeste,328.5,332.0,2026-03-14
PA Paragominas,307.0,310.0,2026-03-14
PA Redenção,307.0,310.0,2026-03-14
PA Marabá,305.0,308.0,2026-03-14
Alagoas,326.5,330.0,2026-03-14
MA Oeste,299.0,302.0,2026-03-14
SC,331.5,335.0,2026-03-14
PR Noroeste,338.5,342.0,2026-03-14
RO Sudeste,292.0,295.0,2026-03-14
MT Sudeste,324.5,328.0,2026-03-15
PR Noroeste,338.5,342.0,2026-03-15
SC,331.5,335.0,2026-03-15
MA Oeste,299.0,302.0,2026-03-15
Alagoas,326.5,330.0,2026-03-15
PA Marabá,305.0,308.0,2026-03-15
PA Redenção,307.0,310.0,2026-03-15
TO Norte,305.0,308.0,2026-03-15
RO Sudeste,292.0,295.0,2026-03-15
TO Sul,302.0,305.0,2026-03-15
Acre,277.0,280.0,2026-03-15
ES,307.0,310.0,2026-03-15
RJ,317.0,320.0,2026-03-15
MT Cuiabá*,317.0,320.0,2026-03-15
PA Paragominas,307.0,310.0,2026-03-15
Roraima,277.0,280.0,2026-03-15
MT Sudoeste,328.5,332.0,2026-03-15
BA Oeste,304.0,307.0,2026-03-15
SP Barretos,331.5,335.0,2026-03-15
SP Araçatuba,331.5,335.0,2026-03-15
MG Triângulo,312.0,315.0,2026-03-15
MG B.Horizonte,309.0,312.0,2026-03-15
MG Norte,312.0,315.0,2026-03-15
MG Sul,312.0,315.0,2026-03-15
GO Goiânia,312.0,315.0,2026-03-15
MT Norte,322.0,325.0,2026-03-15
MS Dourados,314.0,317.0,2026-03-15
MS C. Grande,315.0,318.0,2026-03-15
MS Três Lagoas,312.0,315.0,2026-03-15
RS Oeste (kg),11.25,11.35,2026-03-15
RS Pelotas (kg),11.1,11.2,2026-03-15
BA Sul,299.0,302.0,2026-03-15
GO Reg. Sul,312.0,315.0,2026-03-15
RS Pelotas (kg),11.1,11.2,2026-03-17
RS Oeste (kg),11.25,11.35,2026-03-17
MS Três Lagoas,312.0,315.0,2026-03-17
MS C. Grande,315.0,318.0,2026-03-17
MS Dourados,314.0,317.0,2026-03-17
GO Reg. Sul,312.0,315.0,2026-03-17
MG B.Horizonte,309.0,312.0,2026-03-17
MG Sul,312.0,315.0,2026-03-17
MG Norte,309.0,312.0,2026-03-17
MG Triângulo,312.0,315.0,2026-03-17
SP Araçatuba,331.5,335.0,2026-03-17
SP Barretos,331.5,335.0,2026-03-17
BA Sul,297.0,300.0,2026-03-17
GO Goiânia,312.0,315.0,2026-03-17
BA Oeste,304.0,307.0,2026-03-17
MT Norte,322.0,325.0,2026-03-17
Roraima,277.0,280.0,2026-03-17
MT Sudoeste,328.5,332.0,2026-03-17
RJ,317.0,320.0,2026-03-17
ES,307.0,310.0,2026-03-17
Acre,277.0,280.0,2026-03-17
TO Norte,305.0,308.0,2026-03-17
RO Sudeste,292.0,295.0,2026-03-17
PA Paragominas,307.0,310.0,2026-03-17
TO Sul,302.0,305.0,2026-03-17
PA Marabá,305.0,308.0,2026-03-17
Alagoas,326.5,330.0,2026-03-17
MA Oeste,299.0,302.0,2026-03-17
SC,326.5,330.0,2026-03-17
PR Noroeste,338.5,342.0,2026-03-17
MT Sudeste,324.5,328.0,2026-03-17
MT Cuiabá*,317.0,320.0,2026-03-17
PA Redenção,307.0,310.0,2026-03-17
MS Dourados,314.0,317.0,2026-03-18
BA Sul,297.0,300.0,2026-03-18
RS Pelotas (kg),11.1,11.2,2026-03-18
RS Oeste (kg),11.25,11.35,2026-03-18
MS Três Lagoas,312.0,315.0,2026-03-18
MS C. Grande,315.0,318.0,2026-03-18
GO Reg. Sul,312.0,315.0,2026-03-18
BA Oeste,304.0,307.0,2026-03-18
MG Sul,312.0,315.0,2026-03-18
MG Norte,307.0,310.0,2026-03-18
MG B.Horizonte,307.0,310.0,2026-03-18
MG Triângulo,312.0,315.0,2026-03-18
SP Araçatuba,331.5,335.0,2026-03-18
SP Barretos,331.5,335.0,2026-03-18
GO Goiânia,312.0,315.0,2026-03-18
MT Norte,322.0,325.0,2026-03-18
Roraima,277.0,280.0,2026-03-18
MT Cuiabá*,317.0,320.0,2026-03-18
MT Sudoeste,326.5,330.0,2026-03-18
RJ,317.0,320.0,2026-03-18
ES,305.0,308.0,2026-03-18
Acre,277.0,280.0,2026-03-18
TO Sul,297.0,300.0,2026-03-18
RO Sudeste,292.0,295.0,2026-03-18
PA Paragominas,307.0,310.0,2026-03-18
TO Norte,302.0,305.0,2026-03-18
PA Marabá,305.0,308.0,2026-03-18
Alagoas,326.5,330.0,2026-03-18
MA Oeste,299.0,302.0,2026-03-18
SC,326.5,330.0,2026-03-18
PR Noroeste,338.5,342.0,2026-03-18
MT Sudeste,324.5,328.0,2026-03-18
PA Redenção,307.0,310.0,2026-03-18
MS Dourados,317.0,320.0,2026-03-19
BA Sul,295.0,298.0,2026-03-19
RS Pelotas (kg),11.1,11.2,2026-03-19
RS Oeste (kg),11.25,11.35,2026-03-19
MS Três Lagoas,314.0,317.0,2026-03-19
MS C. Grande,315.0,318.0,2026-03-19
GO Reg. Sul,312.0,315.0,2026-03-19
BA Oeste,304.0,307.0,2026-03-19
MG Sul,312.0,315.0,2026-03-19
MG Norte,307.0,310.0,2026-03-19
MG B.Horizonte,307.0,310.0,2026-03-19
MG Triângulo,312.0,315.0,2026-03-19
SP Araçatuba,331.5,335.0,2026-03-19
SP Barretos,331.5,335.0,2026-03-19
GO Goiânia,312.0,315.0,2026-03-19
MT Norte,322.0,325.0,2026-03-19
Roraima,274.0,277.0,2026-03-19
MT Cuiabá*,317.0,320.0,2026-03-19
RJ,315.0,318.0,2026-03-19
ES,305.0,308.0,2026-03-19
Acre,277.0,280.0,2026-03-19
TO Norte,302.0,305.0,2026-03-19
TO Sul,297.0,300.0,2026-03-19
RO Sudeste,297.0,300.0,2026-03-19
PA Paragominas,311.0,314.0,2026-03-19
MT Sudoeste,326.5,330.0,2026-03-19
PA Marabá,307.0,310.0,2026-03-19
Alagoas,326.5,330.0,2026-03-19
MA Oeste,299.0,302.0,2026-03-19
SC,326.5,330.0,2026-03-19
PR Noroeste,338.5,342.0,2026-03-19
MT Sudeste,324.5,328.0,2026-03-19
PA Redenção,307.0,310.0,2026-03-19
BA Oeste,304.0,307.0,2026-03-20
BA Sul,295.0,298.0,2026-03-20
RS Pelotas (kg),11.1,11.2,2026-03-20
RS Oeste (kg),11.15,11.25,2026-03-20
MS Três Lagoas,317.0,320.0,2026-03-20
MS C. Grande,315.0,318.0,2026-03-20
MS Dourados,317.0,320.0,2026-03-20
MG Sul,312.0,315.0,2026-03-20
GO Goiânia,312.0,315.0,2026-03-20
MG Norte,307.0,310.0,2026-03-20
MG B.Horizonte,307.0,310.0,2026-03-20
MG Triângulo,312.0,315.0,2026-03-20
SP Araçatuba,331.5,335.0,2026-03-20
MT Norte,322.0,325.0,2026-03-20
GO Reg. Sul,312.0,315.0,2026-03-20
SP Barretos,331.5,335.0,2026-03-20
MT Sudoeste,326.5,330.0,2026-03-20
MT Sudeste,324.5,328.0,2026-03-20
MT Cuiabá*,319.0,322.0,2026-03-20
Roraima,272.5,275.0,2026-03-20
RJ,315.0,318.0,2026-03-20
ES,305.0,308.0,2026-03-20
Acre,277.0,280.0,2026-03-20
TO Sul,297.0,300.0,2026-03-20
RO Sudeste,297.0,300.0,2026-03-20
TO Norte,302.0,305.0,2026-03-20
PA Redenção,307.0,310.0,2026-03-20
PA Marabá,309.0,312.0,2026-03-20
Alagoas,326.5,330.0,2026-03-20
MA Oeste,299.0,302.0,2026-03-20
SC,328.5,332.0,2026-03-20
PR Noroeste,338.5,342.0,2026-03-20
PA Paragominas,312.0,315.0,2026-03-20
MS Dourados,319.0,322.0,2026-03-21
RS Pelotas (kg),11.1,11.2,2026-03-21
RS Oeste (kg),11.15,11.25,2026-03-21
MS Três Lagoas,317.0,320.0,2026-03-21
MS C. Grande,317.0,320.0,2026-03-21
GO Reg. Sul,312.0,315.0,2026-03-21
BA Sul,295.0,298.0,2026-03-21
MG Sul,312.0,315.0,2026-03-21
MG Norte,309.0,312.0,2026-03-21
MG B.Horizonte,307.0,310.0,2026-03-21
MG Triângulo,314.0,317.0,2026-03-21
SP Araçatuba,331.5,335.0,2026-03-21
SP Barretos,331.5,335.0,2026-03-21
GO Goiânia,312.0,315.0,2026-03-21
BA Oeste,304.0,307.0,2026-03-21
MT Norte,322.0,325.0,2026-03-21
Roraima,272.5,275.0,2026-03-21
MT Sudoeste,326.5,330.0,2026-03-21
RJ,315.0,318.0,2026-03-21
ES,305.0,308.0,2026-03-21
Acre,277.0,280.0,2026-03-21
TO Norte,302.0,305.0,2026-03-21
RO Sudeste,297.0,300.0,2026-03-21
PA Paragominas,312.0,315.0,2026-03-21
TO Sul,297.0,300.0,2026-03-21
PA Marabá,310.0,313.0,2026-03-21
Alagoas,326.5,330.0,2026-03-21
MA Oeste,299.0,302.0,2026-03-21
SC,328.5,332.0,2026-03-21
PR Noroeste,338.5,342.0,2026-03-21
MT Sudeste,324.5,328.0,2026-03-21
MT Cuiabá*,322.0,325.0,2026-03-21
PA Redenção,307.0,310.0,2026-03-21
GO Reg. Sul,312.0,315.0,2026-03-22
RS Pelotas (kg),11.1,11.2,2026-03-22
RS Oeste (kg),11.15,11.25,2026-03-22
MS Três Lagoas,317.0,320.0,2026-03-22
MS C. Grande,317.0,320.0,2026-03-22
MS Dourados,319.0,322.0,2026-03-22
GO Goiânia,312.0,315.0,2026-03-22
MT Sudoeste,326.5,330.0,2026-03-22
MG Norte,309.0,312.0,2026-03-22
MG B.Horizonte,307.0,310.0,2026-03-22
MG Triângulo,314.0,317.0,2026-03-22
SP Araçatuba,331.5,335.0,2026-03-22
SP Barretos,331.5,335.0,2026-03-22
BA Sul,295.0,298.0,2026-03-22
MG Sul,312.0,315.0,2026-03-22
BA Oeste,304.0,307.0,2026-03-22
SC,328.5,332.0,2026-03-22
TO Sul,297.0,300.0,2026-03-22
RJ,315.0,318.0,2026-03-22
ES,305.0,308.0,2026-03-22
Acre,277.0,280.0,2026-03-22
TO Norte,302.0,305.0,2026-03-22
MT Norte,322.0,325.0,2026-03-22
RO Sudeste,297.0,300.0,2026-03-22
